CABPAGOS|1.0||202222983661|13102022211929|601|MNM150227D32|COVESTRO S.A. DE C.V.|BLVD. MIGUEL DE CERVANTES SAAVEDRA|169|PISO 3|GRANADA|CIUDAD DE MEXICO||MIGUEL HIDALGO|CIUDAD DE MEXICO|MEXICO|11520|11520|SLM8504013R0|SAYER LACK MEXICANA, S.A. DE C.V.|||||||||||||
CPAGO|1|05102022120000|03|MXN||4912030.88|7622467|||||014180655050951787 
CPAGODR|1|2107245||2107245|USD|0.049998000079997|PPD|1|2756.16|2756.16|0.00
CPAGODR|1|2107246||2107246|USD|0.049998000079997|PPD|1|19673.60|19673.60|0.00
CPAGODR|1|2107293||2107293|USD|0.049998000079997|PPD|1|83269.44|83269.44|0.00
CPAGODR|1|2107323||2107323|USD|0.049998000079997|PPD|1|3605.28|3605.28|0.00
CPAGODR|1|2107324||2107324|USD|0.049998000079997|PPD|1|14421.12|14421.12|0.00
CPAGODR|1|2107401||2107401|USD|0.049998000079997|PPD|1|27561.60|27561.60|0.00
CPAGODR|1|2107535||2107535|USD|0.049998000079997|PPD|1|54468.96|54468.96|0.00
CPAGODR|1|2107536||2107536|USD|0.049998000079997|PPD|1|14476.80|14476.80|0.00
CPAGODR|1|2107537||2107537|USD|0.049998000079997|PPD|1|7088.76|7088.76|0.00
CPAGODR|1|2107562||2107562|USD|0.049998000079997|PPD|1|18270.00|18270.00|0.00
